strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec36819,rec107/rec107,homozygous-diploid KanMX disruption of REC107 (S000003782) in BY background,NA,NA,a/alpha,NA,S000003782-KanMX/S000003782-KanMX,S000003782,,,,,,,,,,,,NA,,
rec36822,mde1/mde1,homozygous-diploid KanMX disruption of MDE1 (S000003785) in BY background,NA,NA,a/alpha,NA,S000003785-KanMX/S000003785-KanMX,S000003785,,,,,,,,,,,,NA,,
rec36823,bna1/bna1,homozygous-diploid KanMX disruption of BNA1 (S000003786) in BY background,NA,NA,a/alpha,NA,S000003786-KanMX/S000003786-KanMX,S000003786,,,,,,,,,,,,NA,,
rec36824,yjr026w/yjr026w,homozygous-diploid KanMX disruption of YJR026W (S000003787) in BY background,NA,NA,a/alpha,NA,S000003787-KanMX/S000003787-KanMX,S000003787,,,,,,,,,,,,NA,,
rec36828,yjr030c/yjr030c,homozygous-diploid KanMX disruption of YJR030C (S000003791) in BY background,NA,NA,a/alpha,NA,S000003791-KanMX/S000003791-KanMX,S000003791,,,,,,,,,,,,NA,,
rec36829,gea1/gea1,homozygous-diploid KanMX disruption of GEA1 (S000003792) in BY background,NA,NA,a/alpha,NA,S000003792-KanMX/S000003792-KanMX,S000003792,,,,,,,,,,,,NA,,
rec36830,cpr7/cpr7,homozygous-diploid KanMX disruption of CPR7 (S000003793) in BY background,NA,NA,a/alpha,NA,S000003793-KanMX/S000003793-KanMX,S000003793,,,,,,,,,,,,NA,,
rec36831,rav1/rav1,homozygous-diploid KanMX disruption of RAV1 (S000003794) in BY background,NA,NA,a/alpha,NA,S000003794-KanMX/S000003794-KanMX,S000003794,,,,,,,,,,,,NA,,
rec36832,pet191/pet191,homozygous-diploid KanMX disruption of PET191 (S000003795) in BY background,NA,NA,a/alpha,NA,S000003795-KanMX/S000003795-KanMX,S000003795,,,,,,,,,,,,NA,,
rec36833,rad26/rad26,homozygous-diploid KanMX disruption of RAD26 (S000003796) in BY background,NA,NA,a/alpha,NA,S000003796-KanMX/S000003796-KanMX,S000003796,,,,,,,,,,,,NA,,
rec36834,hul4/hul4,homozygous-diploid KanMX disruption of HUL4 (S000003797) in BY background,NA,NA,a/alpha,NA,S000003797-KanMX/S000003797-KanMX,S000003797,,,,,,,,,,,,NA,,
rec36835,yjr037w/yjr037w,homozygous-diploid KanMX disruption of YJR037W (S000003798) in BY background,NA,NA,a/alpha,NA,S000003798-KanMX/S000003798-KanMX,S000003798,,,,,,,,,,,,NA,,
rec36836,yjr038c/yjr038c,homozygous-diploid KanMX disruption of YJR038C (S000003799) in BY background,NA,NA,a/alpha,NA,S000003799-KanMX/S000003799-KanMX,S000003799,,,,,,,,,,,,NA,,
rec36837,yjr039w/yjr039w,homozygous-diploid KanMX disruption of YJR039W (S000003800) in BY background,NA,NA,a/alpha,NA,S000003800-KanMX/S000003800-KanMX,S000003800,,,,,,,,,,,,NA,,
rec36838,gef1/gef1,homozygous-diploid KanMX disruption of GEF1 (S000003801) in BY background,NA,NA,a/alpha,NA,S000003801-KanMX/S000003801-KanMX,S000003801,,,,,,,,,,,,NA,,
rec36841,pol32/pol32,homozygous-diploid KanMX disruption of POL32 (S000003804) in BY background,NA,NA,a/alpha,NA,S000003804-KanMX/S000003804-KanMX,S000003804,,,,,,,,,,,,NA,,
rec36842,vps55/vps55,homozygous-diploid KanMX disruption of VPS55 (S000003805) in BY background,NA,NA,a/alpha,NA,S000003805-KanMX/S000003805-KanMX,S000003805,,,,,,,,,,,,NA,,
rec36845,anb1/anb1,homozygous-diploid KanMX disruption of ANB1 (S000003808) in BY background,NA,NA,a/alpha,NA,S000003808-KanMX/S000003808-KanMX,S000003808,,,,,,,,,,,,NA,,
rec36846,cyc1/cyc1,homozygous-diploid KanMX disruption of CYC1 (S000003809) in BY background,NA,NA,a/alpha,NA,S000003809-KanMX/S000003809-KanMX,S000003809,,,,,,,,,,,,NA,,
rec36847,utr1/utr1,homozygous-diploid KanMX disruption of UTR1 (S000003810) in BY background,NA,NA,a/alpha,NA,S000003810-KanMX/S000003810-KanMX,S000003810,,,,,,,,,,,,NA,,
rec36848,isy1/isy1,homozygous-diploid KanMX disruption of ISY1 (S000003811) in BY background,NA,NA,a/alpha,NA,S000003811-KanMX/S000003811-KanMX,S000003811,,,,,,,,,,,,NA,,
rec36849,osm1/osm1,homozygous-diploid KanMX disruption of OSM1 (S000003812) in BY background,NA,NA,a/alpha,NA,S000003812-KanMX/S000003812-KanMX,S000003812,,,,,,,,,,,,NA,,
rec36850,rad7/rad7,homozygous-diploid KanMX disruption of RAD7 (S000003813) in BY background,NA,NA,a/alpha,NA,S000003813-KanMX/S000003813-KanMX,S000003813,,,,,,,,,,,,NA,,
rec36851,bfa1/bfa1,homozygous-diploid KanMX disruption of BFA1 (S000003814) in BY background,NA,NA,a/alpha,NA,S000003814-KanMX/S000003814-KanMX,S000003814,,,,,,,,,,,,NA,,
rec36852,kch1/kch1,homozygous-diploid KanMX disruption of KCH1 (S000003815) in BY background,NA,NA,a/alpha,NA,S000003815-KanMX/S000003815-KanMX,S000003815,,,,,,,,,,,,NA,,
rec36853,hit1/hit1,homozygous-diploid KanMX disruption of HIT1 (S000003816) in BY background,NA,NA,a/alpha,NA,S000003816-KanMX/S000003816-KanMX,S000003816,,,,,,,,,,,,NA,,
rec36854,yjr056c/yjr056c,homozygous-diploid KanMX disruption of YJR056C (S000003817) in BY background,NA,NA,a/alpha,NA,S000003817-KanMX/S000003817-KanMX,S000003817,,,,,,,,,,,,NA,,
rec36856,aps2/aps2,homozygous-diploid KanMX disruption of APS2 (S000003819) in BY background,NA,NA,a/alpha,NA,S000003819-KanMX/S000003819-KanMX,S000003819,,,,,,,,,,,,NA,,
rec36857,ptk2/ptk2,homozygous-diploid KanMX disruption of PTK2 (S000003820) in BY background,NA,NA,a/alpha,NA,S000003820-KanMX/S000003820-KanMX,S000003820,,,,,,,,,,,,NA,,
rec36858,cbf1/cbf1,homozygous-diploid KanMX disruption of CBF1 (S000003821) in BY background,NA,NA,a/alpha,NA,S000003821-KanMX/S000003821-KanMX,S000003821,,,,,,,,,,,,NA,,
rec36859,yjr061w/yjr061w,homozygous-diploid KanMX disruption of YJR061W (S000003822) in BY background,NA,NA,a/alpha,NA,S000003822-KanMX/S000003822-KanMX,S000003822,,,,,,,,,,,,NA,,
rec36860,nta1/nta1,homozygous-diploid KanMX disruption of NTA1 (S000003823) in BY background,NA,NA,a/alpha,NA,S000003823-KanMX/S000003823-KanMX,S000003823,,,,,,,,,,,,NA,,
rec36861,rpa12/rpa12,homozygous-diploid KanMX disruption of RPA12 (S000003824) in BY background,NA,NA,a/alpha,NA,S000003824-KanMX/S000003824-KanMX,S000003824,,,,,,,,,,,,NA,,
rec36864,tor1/tor1,homozygous-diploid KanMX disruption of TOR1 (S000003827) in BY background,NA,NA,a/alpha,NA,S000003827-KanMX/S000003827-KanMX,S000003827,,,,,,,,,,,,NA,,
rec36865,cys3/cys3,homozygous-diploid KanMX disruption of CYS3 (S000000010) in BY background,NA,NA,a/alpha,NA,S000000010-KanMX/S000000010-KanMX,S000000010,,,,,,,,,,,,NA,,
rec36866,tpd3/tpd3,homozygous-diploid KanMX disruption of TPD3 (S000000014) in BY background,NA,NA,a/alpha,NA,S000000014-KanMX/S000000014-KanMX,S000000014,,,,,,,,,,,,NA,,
rec36867,spc72/spc72,homozygous-diploid KanMX disruption of SPC72 (S000000045) in BY background,NA,NA,a/alpha,NA,S000000045-KanMX/S000000045-KanMX,S000000045,,,,,,,,,,,,NA,,
rec36868,acs1/acs1,homozygous-diploid KanMX disruption of ACS1 (S000000050) in BY background,NA,NA,a/alpha,NA,S000000050-KanMX/S000000050-KanMX,S000000050,,,,,,,,,,,,NA,,
rec36869,yal056c-a/yal056c-a,homozygous-diploid KanMX disruption of YAL056C-A (S000002139) in BY background,NA,NA,a/alpha,NA,S000002139-KanMX/S000002139-KanMX,S000002139,,,,,,,,,,,,NA,,
rec36870,flo1/flo1,homozygous-diploid KanMX disruption of FLO1 (S000000084) in BY background,NA,NA,a/alpha,NA,S000000084-KanMX/S000000084-KanMX,S000000084,,,,,,,,,,,,NA,,
rec36871,ycl006c/ycl006c,homozygous-diploid KanMX disruption of NA (S000000512) in BY background,NA,NA,a/alpha,NA,S000000512-KanMX/S000000512-KanMX,S000000512,,,,,,,,,,,,NA,,
rec36874,ycl022c/ycl022c,homozygous-diploid KanMX disruption of YCL022C (S000000527) in BY background,NA,NA,a/alpha,NA,S000000527-KanMX/S000000527-KanMX,S000000527,,,,,,,,,,,,NA,,
rec36875,ycl023c/ycl023c,homozygous-diploid KanMX disruption of YCL023C (S000000528) in BY background,NA,NA,a/alpha,NA,S000000528-KanMX/S000000528-KanMX,S000000528,,,,,,,,,,,,NA,,
rec36876,atg22/atg22,homozygous-diploid KanMX disruption of ATG22 (S000000543) in BY background,NA,NA,a/alpha,NA,S000000543-KanMX/S000000543-KanMX,S000000543,,,,,,,,,,,,NA,,
rec36877,fyv5/fyv5,homozygous-diploid KanMX disruption of FYV5 (S000000563) in BY background,NA,NA,a/alpha,NA,S000000563-KanMX/S000000563-KanMX,S000000563,,,,,,,,,,,,NA,,
rec36878,ycl074w/ycl074w,homozygous-diploid KanMX disruption of YCL074W (S000000579) in BY background,NA,NA,a/alpha,NA,S000000579-KanMX/S000000579-KanMX,S000000579,,,,,,,,,,,,NA,,
rec36879,ycl075w/ycl075w,homozygous-diploid KanMX disruption of YCL075W (S000000580) in BY background,NA,NA,a/alpha,NA,S000000580-KanMX/S000000580-KanMX,S000000580,,,,,,,,,,,,NA,,
rec36880,ycl076w/ycl076w,homozygous-diploid KanMX disruption of YCL076W (S000000581) in BY background,NA,NA,a/alpha,NA,S000000581-KanMX/S000000581-KanMX,S000000581,,,,,,,,,,,,NA,,
rec36881,ygl199c/ygl199c,homozygous-diploid KanMX disruption of YGL199C (S000003167) in BY background,NA,NA,a/alpha,NA,S000003167-KanMX/S000003167-KanMX,S000003167,,,,,,,,,,,,NA,,
rec36882,ygl214w/ygl214w,homozygous-diploid KanMX disruption of YGL214W (S000003182) in BY background,NA,NA,a/alpha,NA,S000003182-KanMX/S000003182-KanMX,S000003182,,,,,,,,,,,,NA,,
rec36883,ygl217c/ygl217c,homozygous-diploid KanMX disruption of YGL217C (S000003185) in BY background,NA,NA,a/alpha,NA,S000003185-KanMX/S000003185-KanMX,S000003185,,,,,,,,,,,,NA,,
rec36884,ygl218w/ygl218w,homozygous-diploid KanMX disruption of YGL218W (S000003186) in BY background,NA,NA,a/alpha,NA,S000003186-KanMX/S000003186-KanMX,S000003186,,,,,,,,,,,,NA,,
rec36885,ygl235w/ygl235w,homozygous-diploid KanMX disruption of YGL235W (S000003204) in BY background,NA,NA,a/alpha,NA,S000003204-KanMX/S000003204-KanMX,S000003204,,,,,,,,,,,,NA,,
rec36887,ygr011w/ygr011w,homozygous-diploid KanMX disruption of YGR011W (S000003243) in BY background,NA,NA,a/alpha,NA,S000003243-KanMX/S000003243-KanMX,S000003243,,,,,,,,,,,,NA,,
rec36888,ygr018c/ygr018c,homozygous-diploid KanMX disruption of YGR018C (S000003250) in BY background,NA,NA,a/alpha,NA,S000003250-KanMX/S000003250-KanMX,S000003250,,,,,,,,,,,,NA,,
rec36889,ygr022c/ygr022c,homozygous-diploid KanMX disruption of YGR022C (S000003254) in BY background,NA,NA,a/alpha,NA,S000003254-KanMX/S000003254-KanMX,S000003254,,,,,,,,,,,,NA,,
rec36890,ygr025w/ygr025w,homozygous-diploid KanMX disruption of YGR025W (S000003257) in BY background,NA,NA,a/alpha,NA,S000003257-KanMX/S000003257-KanMX,S000003257,,,,,,,,,,,,NA,,
rec36893,ham1/ham1,homozygous-diploid KanMX disruption of HAM1 (S000003830) in BY background,NA,NA,a/alpha,NA,S000003830-KanMX/S000003830-KanMX,S000003830,,,,,,,,,,,,NA,,
rec36894,lia1/lia1,homozygous-diploid KanMX disruption of LIA1 (S000003831) in BY background,NA,NA,a/alpha,NA,S000003831-KanMX/S000003831-KanMX,S000003831,,,,,,,,,,,,NA,,
rec36896,mog1/mog1,homozygous-diploid KanMX disruption of MOG1 (S000003835) in BY background,NA,NA,a/alpha,NA,S000003835-KanMX/S000003835-KanMX,S000003835,,,,,,,,,,,,NA,,
rec36897,mir1/mir1,homozygous-diploid KanMX disruption of MIR1 (S000003838) in BY background,NA,NA,a/alpha,NA,S000003838-KanMX/S000003838-KanMX,S000003838,,,,,,,,,,,,NA,,
rec36898,aim24/aim24,homozygous-diploid KanMX disruption of AIM24 (S000003841) in BY background,NA,NA,a/alpha,NA,S000003841-KanMX/S000003841-KanMX,S000003841,,,,,,,,,,,,NA,,
rec36899,yjr084w/yjr084w,homozygous-diploid KanMX disruption of YJR084W (S000003844) in BY background,NA,NA,a/alpha,NA,S000003844-KanMX/S000003844-KanMX,S000003844,,,,,,,,,,,,NA,,
rec36901,yjr087w/yjr087w,homozygous-diploid KanMX disruption of YJR087W (S000003847) in BY background,NA,NA,a/alpha,NA,S000003847-KanMX/S000003847-KanMX,S000003847,,,,,,,,,,,,NA,,
rec36902,grr1/grr1,homozygous-diploid KanMX disruption of GRR1 (S000003850) in BY background,NA,NA,a/alpha,NA,S000003850-KanMX/S000003850-KanMX,S000003850,,,,,,,,,,,,NA,,
rec36903,jsn1/jsn1,homozygous-diploid KanMX disruption of JSN1 (S000003851) in BY background,NA,NA,a/alpha,NA,S000003851-KanMX/S000003851-KanMX,S000003851,,,,,,,,,,,,NA,,
rec36905,ime1/ime1,homozygous-diploid KanMX disruption of IME1 (S000003854) in BY background,NA,NA,a/alpha,NA,S000003854-KanMX/S000003854-KanMX,S000003854,,,,,,,,,,,,NA,,
rec36906,rpl43b/rpl43b,homozygous-diploid KanMX disruption of RPL43B (S000003855) in BY background,NA,NA,a/alpha,NA,S000003855-KanMX/S000003855-KanMX,S000003855,,,,,,,,,,,,NA,,
rec36907,sfc1/sfc1,homozygous-diploid KanMX disruption of SFC1 (S000003856) in BY background,NA,NA,a/alpha,NA,S000003856-KanMX/S000003856-KanMX,S000003856,,,,,,,,,,,,NA,,
rec36908,yjr096w/yjr096w,homozygous-diploid KanMX disruption of YJR096W (S000003857) in BY background,NA,NA,a/alpha,NA,S000003857-KanMX/S000003857-KanMX,S000003857,,,,,,,,,,,,NA,,
rec36909,jjj3/jjj3,homozygous-diploid KanMX disruption of JJJ3 (S000003858) in BY background,NA,NA,a/alpha,NA,S000003858-KanMX/S000003858-KanMX,S000003858,,,,,,,,,,,,NA,,
rec36910,yjr098c/yjr098c,homozygous-diploid KanMX disruption of YJR098C (S000003859) in BY background,NA,NA,a/alpha,NA,S000003859-KanMX/S000003859-KanMX,S000003859,,,,,,,,,,,,NA,,
rec36911,yuh1/yuh1,homozygous-diploid KanMX disruption of YUH1 (S000003860) in BY background,NA,NA,a/alpha,NA,S000003860-KanMX/S000003860-KanMX,S000003860,,,,,,,,,,,,NA,,
rec36912,aim25/aim25,homozygous-diploid KanMX disruption of AIM25 (S000003861) in BY background,NA,NA,a/alpha,NA,S000003861-KanMX/S000003861-KanMX,S000003861,,,,,,,,,,,,NA,,
rec36913,sod1/sod1,homozygous-diploid KanMX disruption of SOD1 (S000003865) in BY background,NA,NA,a/alpha,NA,S000003865-KanMX/S000003865-KanMX,S000003865,,,,,,,,,,,,NA,,
rec36914,ecm27/ecm27,homozygous-diploid KanMX disruption of ECM27 (S000003867) in BY background,NA,NA,a/alpha,NA,S000003867-KanMX/S000003867-KanMX,S000003867,,,,,,,,,,,,NA,,
rec36915,yjr107w/yjr107w,homozygous-diploid KanMX disruption of YJR107W (S000003868) in BY background,NA,NA,a/alpha,NA,S000003868-KanMX/S000003868-KanMX,S000003868,,,,,,,,,,,,NA,,
rec36916,cpa2/cpa2,homozygous-diploid KanMX disruption of CPA2 (S000003870) in BY background,NA,NA,a/alpha,NA,S000003870-KanMX/S000003870-KanMX,S000003870,,,,,,,,,,,,NA,,
rec36918,rsm7/rsm7,homozygous-diploid KanMX disruption of RSM7 (S000003874) in BY background,NA,NA,a/alpha,NA,S000003874-KanMX/S000003874-KanMX,S000003874,,,,,,,,,,,,NA,,
rec36919,tda4/tda4,homozygous-diploid KanMX disruption of TDA4 (S000003877) in BY background,NA,NA,a/alpha,NA,S000003877-KanMX/S000003877-KanMX,S000003877,,,,,,,,,,,,NA,,
rec36920,ste24/ste24,homozygous-diploid KanMX disruption of STE24 (S000003878) in BY background,NA,NA,a/alpha,NA,S000003878-KanMX/S000003878-KanMX,S000003878,,,,,,,,,,,,NA,,
rec36921,ilm1/ilm1,homozygous-diploid KanMX disruption of ILM1 (S000003879) in BY background,NA,NA,a/alpha,NA,S000003879-KanMX/S000003879-KanMX,S000003879,,,,,,,,,,,,NA,,
rec36922,jhd2/jhd2,homozygous-diploid KanMX disruption of JHD2 (S000003880) in BY background,NA,NA,a/alpha,NA,S000003880-KanMX/S000003880-KanMX,S000003880,,,,,,,,,,,,NA,,
rec36923,yjr120w/yjr120w,homozygous-diploid KanMX disruption of YJR120W (S000003881) in BY background,NA,NA,a/alpha,NA,S000003881-KanMX/S000003881-KanMX,S000003881,,,,,,,,,,,,NA,,
rec36924,atp2/atp2,homozygous-diploid KanMX disruption of ATP2 (S000003882) in BY background,NA,NA,a/alpha,NA,S000003882-KanMX/S000003882-KanMX,S000003882,,,,,,,,,,,,NA,,
rec36925,iba57/iba57,homozygous-diploid KanMX disruption of IBA57 (S000003883) in BY background,NA,NA,a/alpha,NA,S000003883-KanMX/S000003883-KanMX,S000003883,,,,,,,,,,,,NA,,
rec36927,yjr124c/yjr124c,homozygous-diploid KanMX disruption of YJR124C (S000003885) in BY background,NA,NA,a/alpha,NA,S000003885-KanMX/S000003885-KanMX,S000003885,,,,,,,,,,,,NA,,
rec36928,ent3/ent3,homozygous-diploid KanMX disruption of ENT3 (S000003886) in BY background,NA,NA,a/alpha,NA,S000003886-KanMX/S000003886-KanMX,S000003886,,,,,,,,,,,,NA,,
rec36929,vps70/vps70,homozygous-diploid KanMX disruption of VPS70 (S000003887) in BY background,NA,NA,a/alpha,NA,S000003887-KanMX/S000003887-KanMX,S000003887,,,,,,,,,,,,NA,,
rec36930,mns1/mns1,homozygous-diploid KanMX disruption of MNS1 (S000003892) in BY background,NA,NA,a/alpha,NA,S000003892-KanMX/S000003892-KanMX,S000003892,,,,,,,,,,,,NA,,
rec36931,xpt1/xpt1,homozygous-diploid KanMX disruption of XPT1 (S000003894) in BY background,NA,NA,a/alpha,NA,S000003894-KanMX/S000003894-KanMX,S000003894,,,,,,,,,,,,NA,,
rec36932,sgm1/sgm1,homozygous-diploid KanMX disruption of SGM1 (S000003895) in BY background,NA,NA,a/alpha,NA,S000003895-KanMX/S000003895-KanMX,S000003895,,,,,,,,,,,,NA,,
rec36933,hom6/hom6,homozygous-diploid KanMX disruption of HOM6 (S000003900) in BY background,NA,NA,a/alpha,NA,S000003900-KanMX/S000003900-KanMX,S000003900,,,,,,,,,,,,NA,,
rec36934,hir3/hir3,homozygous-diploid KanMX disruption of HIR3 (S000003901) in BY background,NA,NA,a/alpha,NA,S000003901-KanMX/S000003901-KanMX,S000003901,,,,,,,,,,,,NA,,
rec36936,yjr142w/yjr142w,homozygous-diploid KanMX disruption of YJR142W (S000003903) in BY background,NA,NA,a/alpha,NA,S000003903-KanMX/S000003903-KanMX,S000003903,,,,,,,,,,,,NA,,
rec36937,mgm101/mgm101,homozygous-diploid KanMX disruption of MGM101 (S000003905) in BY background,NA,NA,a/alpha,NA,S000003905-KanMX/S000003905-KanMX,S000003905,,,,,,,,,,,,NA,,
rec36938,rps4a/rps4a,homozygous-diploid KanMX disruption of RPS4A (S000003906) in BY background,NA,NA,a/alpha,NA,S000003906-KanMX/S000003906-KanMX,S000003906,,,,,,,,,,,,NA,,
rec36939,bat2/bat2,homozygous-diploid KanMX disruption of BAT2 (S000003909) in BY background,NA,NA,a/alpha,NA,S000003909-KanMX/S000003909-KanMX,S000003909,,,,,,,,,,,,NA,,
rec36940,dan1/dan1,homozygous-diploid KanMX disruption of DAN1 (S000003911) in BY background,NA,NA,a/alpha,NA,S000003911-KanMX/S000003911-KanMX,S000003911,,,,,,,,,,,,NA,,
rec36941,pgu1/pgu1,homozygous-diploid KanMX disruption of PGU1 (S000003914) in BY background,NA,NA,a/alpha,NA,S000003914-KanMX/S000003914-KanMX,S000003914,,,,,,,,,,,,NA,,
rec36942,bye1/bye1,homozygous-diploid KanMX disruption of BYE1 (S000001488) in BY background,NA,NA,a/alpha,NA,S000001488-KanMX/S000001488-KanMX,S000001488,,,,,,,,,,,,NA,,
rec36943,ykl030w/ykl030w,homozygous-diploid KanMX disruption of YKL030W (S000001513) in BY background,NA,NA,a/alpha,NA,S000001513-KanMX/S000001513-KanMX,S000001513,,,,,,,,,,,,NA,,
rec36945,spe4/spe4,homozygous-diploid KanMX disruption of SPE4 (S000004136) in BY background,NA,NA,a/alpha,NA,S000004136-KanMX/S000004136-KanMX,S000004136,,,,,,,,,,,,NA,,
rec36947,cts1/cts1,homozygous-diploid KanMX disruption of CTS1 (S000004276) in BY background,NA,NA,a/alpha,NA,S000004276-KanMX/S000004276-KanMX,S000004276,,,,,,,,,,,,NA,,
rec36948,gas2/gas2,homozygous-diploid KanMX disruption of GAS2 (S000004335) in BY background,NA,NA,a/alpha,NA,S000004335-KanMX/S000004335-KanMX,S000004335,,,,,,,,,,,,NA,,
rec36952,erv41/erv41,homozygous-diploid KanMX disruption of ERV41 (S000004532) in BY background,NA,NA,a/alpha,NA,S000004532-KanMX/S000004532-KanMX,S000004532,,,,,,,,,,,,NA,,
rec36953,itt1/itt1,homozygous-diploid KanMX disruption of ITT1 (S000004533) in BY background,NA,NA,a/alpha,NA,S000004533-KanMX/S000004533-KanMX,S000004533,,,,,,,,,,,,NA,,
rec36954,tcb3/tcb3,homozygous-diploid KanMX disruption of TCB3 (S000004537) in BY background,NA,NA,a/alpha,NA,S000004537-KanMX/S000004537-KanMX,S000004537,,,,,,,,,,,,NA,,
rec36956,gat2/gat2,homozygous-diploid KanMX disruption of GAT2 (S000004744) in BY background,NA,NA,a/alpha,NA,S000004744-KanMX/S000004744-KanMX,S000004744,,,,,,,,,,,,NA,,
rec36957,hot1/hot1,homozygous-diploid KanMX disruption of HOT1 (S000004783) in BY background,NA,NA,a/alpha,NA,S000004783-KanMX/S000004783-KanMX,S000004783,,,,,,,,,,,,NA,,
rec36959,yor300w/yor300w,homozygous-diploid KanMX disruption of YOR300W (S000005826) in BY background,NA,NA,a/alpha,NA,S000005826-KanMX/S000005826-KanMX,S000005826,,,,,,,,,,,,NA,,
rec36960,yor309c/yor309c,homozygous-diploid KanMX disruption of YOR309C (S000005836) in BY background,NA,NA,a/alpha,NA,S000005836-KanMX/S000005836-KanMX,S000005836,,,,,,,,,,,,NA,,
rec36961,rps9b/rps9b,homozygous-diploid KanMX disruption of RPS9B (S000000393) in BY background,NA,NA,a/alpha,NA,S000000393-KanMX/S000000393-KanMX,S000000393,,,,,,,,,,,,NA,,
rec36962,oca4/oca4,homozygous-diploid KanMX disruption of OCA4 (S000000691) in BY background,NA,NA,a/alpha,NA,S000000691-KanMX/S000000691-KanMX,S000000691,,,,,,,,,,,,NA,,
rec36963,ycr102w-a/ycr102w-a,homozygous-diploid KanMX disruption of YCR102W-A (S000007231) in BY background,NA,NA,a/alpha,NA,S000007231-KanMX/S000007231-KanMX,S000007231,,,,,,,,,,,,NA,,
rec36964,rpl41b/rpl41b,homozygous-diploid KanMX disruption of RPL41B (S000002293) in BY background,NA,NA,a/alpha,NA,S000002293-KanMX/S000002293-KanMX,S000002293,,,,,,,,,,,,NA,,
rec36967,tgl2/tgl2,homozygous-diploid KanMX disruption of TGL2 (S000002465) in BY background,NA,NA,a/alpha,NA,S000002465-KanMX/S000002465-KanMX,S000002465,,,,,,,,,,,,NA,,
rec36969,hmo1/hmo1,homozygous-diploid KanMX disruption of HMO1 (S000002581) in BY background,NA,NA,a/alpha,NA,S000002581-KanMX/S000002581-KanMX,S000002581,,,,,,,,,,,,NA,,
rec36970,rav2/rav2,homozygous-diploid KanMX disruption of RAV2 (S000002610) in BY background,NA,NA,a/alpha,NA,S000002610-KanMX/S000002610-KanMX,S000002610,,,,,,,,,,,,NA,,
rec36971,msc2/msc2,homozygous-diploid KanMX disruption of MSC2 (S000002613) in BY background,NA,NA,a/alpha,NA,S000002613-KanMX/S000002613-KanMX,S000002613,,,,,,,,,,,,NA,,
rec36972,ydr445c/ydr445c,homozygous-diploid KanMX disruption of YDR445C (S000002853) in BY background,NA,NA,a/alpha,NA,S000002853-KanMX/S000002853-KanMX,S000002853,,,,,,,,,,,,NA,,
rec36973,ydr537c/ydr537c,homozygous-diploid KanMX disruption of YDR537C (S000002945) in BY background,NA,NA,a/alpha,NA,S000002945-KanMX/S000002945-KanMX,S000002945,,,,,,,,,,,,NA,,
rec36975,osw7/osw7,homozygous-diploid KanMX disruption of OSW7 (S000001935) in BY background,NA,NA,a/alpha,NA,S000001935-KanMX/S000001935-KanMX,S000001935,,,,,,,,,,,,NA,,
rec36976,mdm34/mdm34,homozygous-diploid KanMX disruption of MDM34 (S000003187) in BY background,NA,NA,a/alpha,NA,S000003187-KanMX/S000003187-KanMX,S000003187,,,,,,,,,,,,NA,,
